ProbeID,PrimaryAccession,RefSeqAccession,GenbankAccession,UniGeneID,EntrezGeneID,GeneSymbol,GeneName,EnsemblID,TIGRID,GO,Description,GenomicCoordinates,Cytoband
A_01_P005955,ENSMMUT00000083200.1,XM_015140745,JV472479,Mmu.11834,709423,ZCCHC10,zinc finger CCHC-type containing 10,ENSMMUT00000083200.1,,,zinc finger CCHC-type containing 10 [Source:VGNC Symbol;Acc:VGNC:79559] [ENSMMUT00000083200.1],chr6:129397224-129397165,
A_01_P009232,JU332261,XM_015123151,JU332261,Mmu.25608,,,,,,,TSA: Macaca mulatta Mamu_520240 mRNA sequence. [JU332261],chr19:14439215-14439274,
A_01_P014694,XM_015116954,XM_015116954,XM_015116954,,701442,CDK5RAP2,CDK5 regulatory subunit associated protein 2,,,,"PREDICTED: Macaca mulatta CDK5 regulatory subunit associated protein 2 (CDK5RAP2), transcript variant X1, mRNA [XM_015116954]",chr15:15621620-15621676,
A_01_P006500,NM_001265662,NM_001265662,NM_001265662,Mmu.21181,708902,RERE,arginine-glutamic acid dipeptide repeats,ENSMMUT00000047610.3,,,"Macaca mulatta arginine-glutamic acid dipeptide repeats (RERE), mRNA [NM_001265662]",chr1:11379093-11379034,
A_01_P004329,,,,,,,,,,,,chr16:051162342-051162283,
A_01_P013242,JV714723,XM_015121681,JV714723,Mmu.25796,,,,,,,TSA: Macaca mulatta Mamu_563832 mRNA sequence. [JV714723],chr18:16979862-16979921,
A_01_P004312,NM_001258101,NM_001258101,NM_001258101,Mmu.32034,704546,NAPG,NSF attachment protein gamma,ENSMMUT00000097930.1,,,"Macaca mulatta NSF attachment protein gamma (NAPG), mRNA [NM_001258101]",chr18:3912389-3912331,
A_01_P003209,,,,,,,,,,,,chr13:099382087-099382028,
A_01_P004514,ENSMMUT00000005551.4,XM_028835372,JV661869,Mmu.29607,711939,LOC711939,contactin associated protein like 3,ENSMMUT00000005551.4,,,zinc finger protein 484 [Source:VGNC Symbol;Acc:VGNC:79391] [ENSMMUT00000045661.3],chr15:109291333-109291274,
A_01_P011589,NM_001266635,NM_001266635,NM_001266635,Mmu.4840,706781,PDIA6,protein disulfide isomerase family A member 6,ENSMMUT00000076050.2,,,"Macaca mulatta protein disulfide isomerase family A member 6 (PDIA6), mRNA [NM_001266635]",chr13:10876972-10876913,
A_01_P001466,ENSMMUT00000032750.4,,JV046318,Mmu.19579,,,,ENSMMUT00000032750.4,,,"aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase) [Source:NCBI gene (formerly Entrezgene);Acc:711198] [ENSMMUT00000032750.4]",chr9:5270501-5270560,
A_01_P014278,ENSMMUT00000005544.4,XM_015124371,JV614722,Mmu.3861,574233,GYS1,glycogen synthase 1,ENSMMUT00000005544.4,,,glycogen synthase 1 [Source:VGNC Symbol;Acc:VGNC:73334] [ENSMMUT00000005544.4],chr19:55252332-55252273,
A_01_P010257,ENSMMUT00000033247.4,XM_001113124,JV658589,Mmu.1390,715549,RRAGC,Ras related GTP binding C,ENSMMUT00000033247.4,,,Ras related GTP binding C [Source:VGNC Symbol;Acc:VGNC:77060] [ENSMMUT00000033247.4],chr1:41702423-41702364,
A_01_P014284,ENSMMUT00000110049.1,XM_001097898,XM_001097898,,704408,CST5,cystatin D,ENSMMUT00000110049.1,,,cystatin D [Source:VGNC Symbol;Acc:VGNC:71530] [ENSMMUT00000110049.1],chr10:57110634-57110575,
A_01_P007350,XM_001112621,,XM_001112621,Mmu.1345,714952,TGFBR1,transforming growth factor beta receptor 1,,,,"PREDICTED: Macaca mulatta transforming growth factor, beta receptor 1, transcript variant 2 (TGFBR1), mRNA [XM_001112621]",chr15:37074929-37074870,
A_01_P007406,ENSMMUT00000016087.4,XM_028832175,JV594912,Mmu.26727,706379,LMAN2L,"lectin, mannose binding 2 like",ENSMMUT00000016087.4,,,"lectin, mannose binding 2 like [Source:VGNC Symbol;Acc:VGNC:82175] [ENSMMUT00000016087.4]",chr13:97129328-97129269,
A_01_P019276,JV060789,XM_015137473,JV060789,Mmu.21197,715394,LAMA2,laminin subunit alpha 2,,,,TSA: Macaca mulatta Mamu_414787 mRNA sequence. [JV060789],chr4:134384667-134384608,
A_01_P017422,ENSMMUT00000053466.2,XM_028828925,JU492686,Mmu.30566,,,,ENSMMUT00000053466.2,,,TUB like protein 3 [Source:VGNC Symbol;Acc:VGNC:78677] [ENSMMUT00000053466.2],chr11:3054150-3054209,
A_01_P019457,ENSMMUT00000014633.4,XM_015148386,XM_015148386,,706861,CUZD1,CUB and zona pellucida like domains 1,ENSMMUT00000014633.4,,,CUB and zona pellucida like domains 1 [Source:HGNC Symbol;Acc:HGNC:17937] [ENSMMUT00000014633.4],chr9:122456889-122456830,
A_01_P017468,,,,,,,,,,,,chr13:038152974-038153033,
A_01_P010719,NM_001193933,NM_001193933,NM_001193933,Mmu.19124,699523,FAM199X,"family with sequence similarity 199, X-linked",ENSMMUT00000096469.1,,,"Macaca mulatta family with sequence similarity 199, X-linked (FAM199X), mRNA [NM_001193933]",chrX:102819370-102819429,
A_01_P019731,ENSMMUT00000004232.4,XM_015148065,JU336900,Mmu.23372,714579,GBF1,golgi brefeldin A resistant guanine nucleotide exchange factor 1,ENSMMUT00000004232.4,,,golgi brefeldin A resistant guanine nucleotide exchange factor 1 [Source:VGNC Symbol;Acc:VGNC:72895] [ENSMMUT00000004232.4],chr9:102040743-102040802,
A_01_P017136,NM_001193824,NM_001193824,NM_001193824,Mmu.19374,699535,OR5AN1,"olfactory receptor, family 5, subfamily AN, member 1",ENSMMUT00000019817.3,,,"Macaca mulatta olfactory receptor, family 5, subfamily AN, member 1 (OR5AN1), mRNA [NM_001193824]",chr14:14444454-14444395,
A_01_P011333,XM_015127841,XM_015127841,XM_015127841,,700931,LOC700931,putative olfactory receptor 2W5,,,,"PREDICTED: Macaca mulatta putative olfactory receptor 2W5 (LOC700931), mRNA [XM_015127841]",chr1:209497627-209497568,
A_01_P009401,ENSMMUT00000021142.3,XM_001089200,JU335529,Mmu.21288,696770,THAP10,THAP domain containing 10,ENSMMUT00000021142.3,,,THAP domain containing 10 [Source:VGNC Symbol;Acc:VGNC:79380] [ENSMMUT00000021142.3],chr7:49521817-49521758,
A_01_P000702,ENSMMUT00000033359.4,XM_028839781,XM_028839781,,106992315,TGFB1,transforming growth factor beta 1,ENSMMUT00000033359.4,,,transforming growth factor beta 1 [Source:VGNC Symbol;Acc:VGNC:78332] [ENSMMUT00000033359.4],chr19:47723790-47723731,
A_01_P014502,JV546623,XM_015124666,JV546623,Mmu.29392,,,,,,,TSA: Macaca mulatta Mamu_125772 mRNA sequence. [JV546623],chr19:56870501-56870442,
A_01_P017655,ENSMMUT00000021012.4,,JU350332,Mmu.30227,710357,CCDC126,coiled-coil domain containing 126,ENSMMUT00000021012.4,,,coiled-coil domain containing 126 [Source:VGNC Symbol;Acc:VGNC:70837] [ENSMMUT00000021012.4],chr3:102600938-102600879,
A_01_P016683,ENSMMUT00000100524.1,XM_002808109,JV046236,Mmu.10070,,,,ENSMMUT00000100524.1,,,TSA: Macaca mulatta Mamu_416723 mRNA sequence. [JV046236],chr16:1213501-1213442,
A_01_P002728,ENSMMUT00000059141.2,XM_015116081,JV663600,Mmu.29650,714534,KIRREL3,kirre like nephrin family adhesion molecule 3,ENSMMUT00000059141.2,,,kirre like nephrin family adhesion molecule 3 [Source:VGNC Symbol;Acc:VGNC:101296] [ENSMMUT00000059141.2],chr14:124571651-124571592,
A_01_P018386,ENSMMUT00000059867.2,XM_028838761,XM_028838761,,710494,ZNF426,zinc finger protein 426,ENSMMUT00000059867.2,,,zinc finger protein 426 [Source:VGNC Symbol;Acc:VGNC:79275] [ENSMMUT00000059867.2],chr19:9401112-9401053,
A_01_P002024,,,,,,,,,,,,,
A_01_P011393,ENSMMUT00000064526.2,XM_001088975,JU474271,Mmu.20494,706658,LRR1,leucine rich repeat protein 1,ENSMMUT00000064526.2,,,leucine rich repeat protein 1 [Source:VGNC Symbol;Acc:VGNC:99202] [ENSMMUT00000064526.2],,
A_01_P000172,JV523339,XM_015122430,JV523339,Mmu.29490,,,,,,,TSA: Macaca mulatta Mamu_48271 mRNA sequence. [JV523339],chr19:2232291-2232232,
A_01_P001397,NM_001266188,NM_001266188,NM_001266188,Mmu.11214,715453,DHX9,DExH-box helicase 9,ENSMMUT00000007925.4,,,"Macaca mulatta DExH-box helicase 9 (DHX9), mRNA [NM_001266188]",chr1:187770967-187770908,
A_01_P005662,NM_001261533,NM_001261533,NM_001261533,Mmu.2873,715915,SLC2A3,"solute carrier family 2 (facilitated glucose transporter), member 3",ENSMMUT00000047264.3,,,"Macaca mulatta solute carrier family 2 (facilitated glucose transporter), member 3 (SLC2A3), mRNA [NM_001261533]",chr11:8300208-8300149,
A_01_P017766,ENSMMUT00000059306.2,XM_015118125,JV643642,Mmu.26220,719394,ZNF782,zinc finger protein 782,ENSMMUT00000059306.2,,,zinc finger protein 782 [Source:HGNC Symbol;Acc:HGNC:33110] [ENSMMUT00000059306.2],chr15:108553705-108553646,
A_01_P000238,ENSMMUT00000042830.3,XM_015147426,JV489238,Mmu.2945,709510,PSAP,prosaposin,ENSMMUT00000042830.3,,,prosaposin [Source:VGNC Symbol;Acc:VGNC:76434] [ENSMMUT00000042830.3],chr9:65182596-65182655,
A_01_P004672,ENSMMUT00000102064.1,,JU485764,Mmu.2414,695452,IFIT2,interferon induced protein with tetratricopeptide repeats 2,ENSMMUT00000102064.1,,,interferon induced protein with tetratricopeptide repeats 2 [Source:VGNC Symbol;Acc:VGNC:106062] [ENSMMUT00000102064.1],chr9:88887739-88887798,
A_01_P019807,ENSMMUT00000061492.2,XM_028836530,JV568061,Mmu.2494,708145,EIF3I,eukaryotic translation initiation factor 3 subunit I,ENSMMUT00000061492.2,,,eukaryotic translation initiation factor 3 subunit I [Source:VGNC Symbol;Acc:VGNC:99897] [ENSMMUT00000061492.2],chr1:34986656-34986715,
A_01_P005025,ENSMMUT00000108262.1,XM_015140971,JV454961,Mmu.21890,716492,BRD8,bromodomain containing 8,ENSMMUT00000108262.1,,,bromodomain containing 8 [Source:VGNC Symbol;Acc:VGNC:70350] [ENSMMUT00000108262.1],chr6:134563197-134563138,
A_01_P000722,JV550215,XM_001111603,JV550215,Mmu.4467,,,,,,,TSA: Macaca mulatta Mamu_154447 mRNA sequence. [JV550215],chr6:150792843-150792902,
A_01_P019343,NM_001195661,NM_001195661,NM_001195661,Mmu.1866,707775,EIF4A2,eukaryotic translation initiation factor 4A2,ENSMMUT00000005246.4,,,"Macaca mulatta eukaryotic translation initiation factor 4A2 (EIF4A2), mRNA [NM_001195661]",chr2:179147317-179147376,
A_01_P004701,ENSMMUT00000017887.3,XM_001085640,JU472711,Mmu.18442,696794,ABCD1,ATP binding cassette subfamily D member 1,ENSMMUT00000017887.3,,,ATP binding cassette subfamily D member 1 [Source:VGNC Symbol;Acc:VGNC:69577] [ENSMMUT00000017887.3],chrX:151857285-151857344,
A_01_P014063,JV478761,XM_015134286,JV478761,Mmu.1589,,,,,,,TSA: Macaca mulatta Mamu_94018 mRNA sequence. [JV478761],chr1:35645062-35645121,
A_01_P008532,XM_001095760,XM_001095760,XM_001095760,,701319,IMPG2,interphotoreceptor matrix proteoglycan 2,,,,"PREDICTED: Macaca mulatta interphotoreceptor matrix proteoglycan 2 (IMPG2), mRNA [XM_001095760]",chr2:21410406-21410347,
A_01_P009185,JV697407,XM_028850580,JV697407,Mmu.27822,700005,TMEM121,transmembrane protein 121,,,,TSA: Macaca mulatta Mamu_297386 mRNA sequence. [JV697407],chr7:168894050-168894109,
A_01_P005950,ENSMMUT00000024231.4,XM_015119309,JV621303,Mmu.20339,705626,RSAD1,radical S-adenosyl methionine domain containing 1,ENSMMUT00000024231.4,,,radical S-adenosyl methionine domain containing 1 [Source:VGNC Symbol;Acc:VGNC:77104] [ENSMMUT00000024231.4],chr16:34725816-34725875,
A_01_P011533,,,,,,,,,,,,chr11:032105153-032105214,
A_01_P018998,,,,,,,,,,,,chr10:062874744-062874685,
A_01_P009973,JV665232,XM_015149771,JV665232,Mmu.27342,695466,SCARF2,scavenger receptor class F member 2,,,,TSA: Macaca mulatta Mamu_477413 mRNA sequence. [JV665232],chr10:64516039-64515980,
A_01_P018018,ENSMMUT00000072236.2,XM_001107409,JV587856,Mmu.1821,709969,C6H5orf15,chromosome 6 C5orf15 homolog,ENSMMUT00000072236.2,,,chromosome 6 C5orf15 homolog [Source:VGNC Symbol;Acc:VGNC:110482] [ENSMMUT00000072236.2],chr6:130359340-130359281,
A_01_P009662,NM_001367606,NM_001367606,NM_001367606,Mmu.2291,100426406,GSTM5,glutathione S-transferase mu 5,ENSMMUT00000008165.4,,,"Macaca mulatta glutathione S-transferase mu 5 (GSTM5), mRNA [NM_001367606]",chr1:112769899-112769958,
A_01_P011012,,,,,,,,,,,,chr2:136811480-136811539,
A_01_P000593,XM_015131197,XM_015131197,XM_015131197,,106996939,ZNF660,zinc finger protein 660,,,,"PREDICTED: Macaca mulatta zinc finger protein 660 (ZNF660), transcript variant X2, mRNA [XM_015131197]",chr2:91949062-91949003,
A_01_P014816,NM_001193927,NM_001193927,NM_001193927,Mmu.19131,707874,PAXX,PAXX non-homologous end joining factor,ENSMMUT00000030165.4,,,"Macaca mulatta PAXX non-homologous end joining factor (PAXX), mRNA [NM_001193927]",chr15:1264818-1264759,
A_01_P008697,,,,,,,,,,,,,
A_01_P009642,,,,,,,,,,,,chr20:083860508-083860448,
A_01_P020020,ENSMMUT00000064380.2,XM_001114446,JU344698,Mmu.24269,716805,PLXNA1,plexin A1,ENSMMUT00000064380.2,,,plexin A1 [Source:VGNC Symbol;Acc:VGNC:76183] [ENSMMUT00000064380.2],chr2:46823428-46823487,
A_01_P019278,JV508042,XM_015150712,JV508042,Mmu.27231,,,,,,,TSA: Macaca mulatta Mamu_57948 mRNA sequence. [JV508042],chr11:550423-550364,
A_01_P012707,ENSMMUT00000079808.1,XM_001096861,JV625673,Mmu.26827,702364,HS1BP3,HCLS1 binding protein 3,ENSMMUT00000079808.1,,,HCLS1 binding protein 3 [Source:VGNC Symbol;Acc:VGNC:82158] [ENSMMUT00000079808.1],chr13:20542826-20542767,
A_01_P008650,ENSMMUT00000061580.2,XM_028845301,JV054998,Mmu.31584,715313,FHL3,four and a half LIM domains 3,ENSMMUT00000061580.2,,,four and a half LIM domains 3 [Source:VGNC Symbol;Acc:VGNC:72662] [ENSMMUT00000061580.2],chr1:40873234-40873175,
A_01_P017286,NM_001194670,NM_001194670,NM_001194670,Mmu.18669,719706,RFXANK,regulatory factor X associated ankyrin containing protein,ENSMMUT00000079584.1,,,"Macaca mulatta regulatory factor X associated ankyrin containing protein (RFXANK), mRNA [NM_001194670]",chr19:18849983-18850042,
A_01_P001614,,,,,,,,,,,,chr1:131858593-131858534,
A_01_P008284,JU478282,XM_015125735,JU478282,Mmu.23571,695027,VPS35L,VPS35 endosomal protein sorting factor like,,,,TSA: Macaca mulatta Mamu_376962 mRNA sequence. [JU478282],chr20:18680870-18680929,
A_01_P010978,JV691602,XM_028831033,JV691602,Mmu.536,,,,,,,TSA: Macaca mulatta Mamu_299633 mRNA sequence. [JV691602],chrUr:205974-206033,
A_01_P002733,JV661112,XM_015119838,JV661112,Mmu.20760,,,,,,,TSA: Macaca mulatta Mamu_464098 mRNA sequence. [JV661112],chr16:54249137-54249196,
A_01_P011505,ENSMMUT00000076037.2,XM_015152081,JV565475,Mmu.23544,710965,LRP1,LDL receptor related protein 1,ENSMMUT00000076037.2,,,LDL receptor related protein 1 [Source:VGNC Symbol;Acc:VGNC:74442] [ENSMMUT00000076037.2],chr11:54281372-54281431,
A_01_P000478,ENSMMUT00000093351.1,,,,574282,IFNG,interferon gamma,ENSMMUT00000093351.1,,,interferon gamma [Source:VGNC Symbol;Acc:VGNC:73568] [ENSMMUT00000093351.1],chr11:65143512-65143453,
A_01_P001772,ENSMMUT00000031231.4,XM_002808080,XM_002808080,,714847,LOC714847,olfactory receptor 51I2-like,ENSMMUT00000031231.4,,,"PREDICTED: Macaca mulatta olfactory receptor 51I2-like (LOC714847), mRNA [XM_002808080]",chr14:67939877-67939818,
A_01_P001608,JV680345,XM_015112467,JV680345,Mmu.2575,,,,,,,TSA: Macaca mulatta Mamu_312162 mRNA sequence. [JV680345],chr13:69555539-69555480,
A_01_P005054,,,,,,,,,,,,chr6:128759534-128759475,
A_01_P005038,,,,,,,,,,,,chr8:131232770-131232711,
A_01_P004494,JV065919,XM_001086430,JV065919,Mmu.1923,,,,,,,TSA: Macaca mulatta Mamu_417094 mRNA sequence. [JV065919],chrX:93251899-93251958,
A_01_P000636,ENSMMUT00000065852.2,,,,715427,VGLL2,vestigial like family member 2,ENSMMUT00000065852.2,,,vestigial like family member 2 [Source:VGNC Symbol;Acc:VGNC:79237] [ENSMMUT00000065852.2],chr4:146725323-146725264,
A_01_P007872,ENSMMUT00000044401.3,XM_028831229,JV056791,Mmu.35245,712965,ALPP,"alkaline phosphatase, placental",ENSMMUT00000044401.3,,,,chr12:96282689-96282748,
A_01_P003752,NM_001260634,NM_001260634,NM_001260634,Mmu.9948,716612,RPA2,replication protein A2,ENSMMUT00000025541.4,,,"Macaca mulatta replication protein A2 (RPA2), mRNA [NM_001260634]",chr1:30588003-30587944,
A_01_P011855,ENSMMUT00000067508.2,XM_001114218,JV602351,Mmu.9580,716309,SDR39U1,short chain dehydrogenase/reductase family 39U member 1,ENSMMUT00000067508.2,,,short chain dehydrogenase/reductase family 39U member 1 [Source:VGNC Symbol;Acc:VGNC:77283] [ENSMMUT00000067508.2],chr7:87337921-87337862,
A_01_P003572,JV641900,XM_028829400,JV641900,Mmu.20222,,,,,,,TSA: Macaca mulatta Mamu_483856 mRNA sequence. [JV641900],chr11:32732301-32732360,
A_01_P004390,JV063862,XM_015134648,JV063862,Mmu.23934,,,,,,,TSA: Macaca mulatta Mamu_444736 mRNA sequence. [JV063862],chr3:142870045-142869986,
A_01_P017771,ENSMMUT00000059702.2,,JV665839,Mmu.29189,694658,NHERF2,NHERF family PDZ scaffold protein 2,ENSMMUT00000059702.2,,,NHERF family PDZ scaffold protein 2 [Source:VGNC Symbol;Acc:VGNC:77640] [ENSMMUT00000059702.2],chr20:2028289-2028348,
A_01_P016736,XM_015140632,XM_015140632,XM_015140632,,701046,FAM170A,family with sequence similarity 170 member A,,,,"PREDICTED: Macaca mulatta family with sequence similarity 170 member A (FAM170A), transcript variant X1, mRNA [XM_015140632]",chr6:116158693-116158752,
A_01_P006823,,,,,,,,,,,,chr1:191847449-191847390,
A_01_P017307,ENSMMUT00000091718.1,XM_015152628,JV597795,Mmu.3985,100423626,TMEM263,transmembrane protein 263,ENSMMUT00000091718.1,,,transmembrane protein 263 [Source:NCBI gene (formerly Entrezgene);Acc:100423626] [ENSMMUT00000091718.1],chr11:108044666-108044725,
A_01_P001759,ENSMMUT00000091907.1,XM_015138895,JV685351,Mmu.3158,100429989,CISD2,CDGSH iron sulfur domain 2,ENSMMUT00000091907.1,,,CDGSH iron sulfur domain 2 [Source:VGNC Symbol;Acc:VGNC:106563] [ENSMMUT00000091907.1],chr5:95870429-95870488,
A_01_P017194,ENSMMUT00000053459.2,XM_015127363,JV044645,Mmu.34292,,,,ENSMMUT00000053459.2,,,TBC1 domain family member 25 [Source:VGNC Symbol;Acc:VGNC:78265] [ENSMMUT00000053459.2],chrX:46380080-46380139,
A_01_P003816,NM_001194241,NM_001194241,NM_001194241,Mmu.2859,707996,MAPRE2,microtubule associated protein RP/EB family member 2,ENSMMUT00000071251.2,,,"Macaca mulatta microtubule associated protein RP/EB family member 2 (MAPRE2), mRNA [NM_001194241]",chr18:28121015-28121074,
A_01_P006046,XM_015145523,XM_015145523,XM_015145523,,704186,TPD52,tumor protein D52,,,,"PREDICTED: Macaca mulatta tumor protein D52 (TPD52), transcript variant X3, mRNA [XM_015145523]",chr8:82459789-82459730,
A_01_P006180,ENSMMUT00000065347.2,,JV654676,Mmu.527,718719,BLTP3A,bridge-like lipid transfer protein family member 3A,ENSMMUT00000065347.2,,,bridge-like lipid transfer protein family member 3A [Source:VGNC Symbol;Acc:VGNC:79316] [ENSMMUT00000065347.2],chr4:34596340-34596399,
A_01_P014767,JU494207,XM_015146384,JU494207,Mmu.27663,722513,CALML3,calmodulin like 3,,,,TSA: Macaca mulatta Mamu_382906 mRNA sequence. [JU494207],chr9:5794925-5794984,
A_01_P000598,ENSMMUT00000004776.4,XM_001089026,JV520846,Mmu.27426,698191,ACTR5,actin related protein 5,ENSMMUT00000004776.4,,,actin related protein 5 [Source:VGNC Symbol;Acc:VGNC:69405] [ENSMMUT00000004776.4],chr10:25679058-25678999,
A_01_P010141,ENSMMUT00000026007.4,XM_015151872,JU347732,Mmu.27127,703294,TARBP2,TARBP2 subunit of RISC loading complex,ENSMMUT00000026007.4,,,TARBP2 subunit of RISC loading complex [Source:VGNC Symbol;Acc:VGNC:78099] [ENSMMUT00000026007.4],chr11:50581839-50581898,
A_01_P003771,NM_001265665,NM_001265665,NM_001265665,Mmu.23428,701736,LGR4,leucine rich repeat containing G protein-coupled receptor 4,ENSMMUT00000044050.3,,,"Macaca mulatta leucine rich repeat containing G protein-coupled receptor 4 (LGR4), mRNA [NM_001265665]",chr14:44440049-44440108,
A_01_P000511,JV505162,XM_001099372,JV505162,Mmu.26445,,,,,,,TSA: Macaca mulatta Mamu_37765 mRNA sequence. [JV505162],chr14:109754360-109754419,
A_01_P011696,XM_002799395,XM_015109960,XM_002799395,Mmu.1258,,,,,,,"PREDICTED: Macaca mulatta hypothetical protein LOC100423269 (LOC100423269), mRNA [XM_002799395]",chr13:117708566-117708507,
A_01_P000521,ENSMMUT00000102268.1,XM_015111121,JV655022,Mmu.26895,702461,ANKZF1,ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1,ENSMMUT00000102268.1,,,ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1 [Source:VGNC Symbol;Acc:VGNC:69697] [ENSMMUT00000102268.1],chr12:83090684-83090743,
A_01_P005473,ENSMMUT00000089801.1,,JV658025,Mmu.2171,100429721,SPCS3,signal peptidase complex subunit 3,ENSMMUT00000089801.1,,,signal peptidase complex subunit 3 [Source:VGNC Symbol;Acc:VGNC:77995] [ENSMMUT00000089801.1],chr5:168407733-168407792,
A_01_P010946,NM_001194306,NM_001194306,NM_001194306,Mmu.19457,715245,OR8G5,"olfactory receptor, family 8, subfamily G, member 5",ENSMMUT00000087452.1,,,"Macaca mulatta olfactory receptor, family 8, subfamily G, member 5 (OR8G5), mRNA [NM_001194306]",chr14:122417978-122418037,
A_01_P005550,XM_001084214,XM_001084214,XM_001084214,,695689,CPXCR1,CPX chromosome region candidate 1,,,,"PREDICTED: Macaca mulatta CPX chromosome region candidate 1 (CPXCR1), mRNA [XM_001084214]",chrX:87457372-87457431,
A_01_P012027,ENSMMUT00000055850.2,XM_015131208,JV473127,Mmu.29099,715666,ANO10,anoctamin 10,ENSMMUT00000055850.2,,,anoctamin 10 [Source:VGNC Symbol;Acc:VGNC:69696] [ENSMMUT00000055850.2],chr2:93218578-93218637,
A_01_P005581,XM_028849793,XM_028849793,XM_028849793,,114678922,PCDHGC4,"protocadherin gamma subfamily C, 4",,,,"PREDICTED: Macaca mulatta protocadherin gamma subfamily C, 4 (PCDHGC4), mRNA [XM_028849793]",chr6:137882889-137882948,
A_01_P000917,ENSMMUT00000046122.3,XM_001117474,JV477000,Mmu.27087,718582,PTPRR,protein tyrosine phosphatase receptor type R,ENSMMUT00000046122.3,,,protein tyrosine phosphatase receptor type R [Source:VGNC Symbol;Acc:VGNC:76621] [ENSMMUT00000046122.3],chr11:67591810-67591751,
A_01_P009744,JV457742,XM_028841087,JV457742,Mmu.348,,,,,,,TSA: Macaca mulatta Mamu_82247 mRNA sequence. [JV457742],chr20:64750215-64750274,
